,evid,geophone,arrival_time,grade
1631,760904-10-M1,geo4,1976-09-04T10:18:23.036593,A
1632,760904-10-M1,geo2,1976-09-04T10:18:41.362594,A
1633,760904-10-M1,geo1,1976-09-04T10:18:42.017094,A
1634,760904-10-M1,geo3,1976-09-04T10:18:46.658095,A
1635,760904-10-M2,geo3,1976-09-04T10:10:02.000000,B
1636,760904-10-M2,geo2,1976-09-04T10:10:06.000000,B
1637,760904-10-M2,geo4,1976-09-04T10:10:00.000000,B
1638,760904-10-M3,geo3,1976-09-04T10:16:54.000000,C
1639,760904-10-M3,geo4,1976-09-04T10:17:02.000000,C
1640,760904-10-M4,geo3,1976-09-04T10:39:09.000000,C
1641,760904-10-M4,geo4,1976-09-04T10:38:48.000000,C
1642,760904-10-N1,geo2,1976-09-04T10:12:13.000000,D
1643,760904-10-N2,geo2,1976-09-04T10:42:54.000000,D
1644,760904-10-N3,geo2,1976-09-04T10:46:13.000000,D
1645,760904-10-N4,geo2,1976-09-04T10:50:02.000000,D
1646,760904-10-N5,geo2,1976-09-04T10:57:00.000000,D
1647,760904-10-N6,geo4,1976-09-04T10:45:12.000000,D
1648,760904-10-N7,geo4,1976-09-04T10:53:57.000000,D
1649,760904-13-M1,geo1,1976-09-04T13:28:17.127142,A
1650,760904-13-M1,geo2,1976-09-04T13:28:17.900642,A
1651,760904-13-M1,geo4,1976-09-04T13:28:20.161643,A
1652,760904-13-M1,geo3,1976-09-04T13:28:20.518643,A
1653,760904-13-M2,geo1,1976-09-04T13:46:41.974235,A
1654,760904-13-M2,geo2,1976-09-04T13:46:47.507736,A
1655,760904-13-M2,geo3,1976-09-04T13:46:47.745736,A
1656,760904-13-M2,geo4,1976-09-04T13:46:47.864736,A
1657,760904-13-M3,geo2,1976-09-04T13:42:47.000000,C
1658,760904-13-M3,geo4,1976-09-04T13:42:45.000000,C
1659,760904-14-M1,geo1,1976-09-04T14:04:57.000000,B
1660,760904-14-M1,geo4,1976-09-04T14:04:56.000000,B
1661,760904-14-M1,geo3,1976-09-04T14:05:01.000000,B
1662,760904-14-M2,geo2,1976-09-04T14:25:12.000000,C
1663,760904-14-M2,geo4,1976-09-04T14:25:08.000000,C
1664,760904-14-N1,geo2,1976-09-04T14:19:08.000000,D
1665,760904-14-N2,geo4,1976-09-04T14:31:11.000000,D
1666,760904-14-N3,geo4,1976-09-04T14:36:17.000000,D
1667,760904-17-M1,geo1,1976-09-04T17:23:41.650619,A
1668,760904-17-M1,geo4,1976-09-04T17:23:43.554619,A
1669,760904-17-M1,geo3,1976-09-04T17:23:51.289620,A
1670,760904-17-M1,geo2,1976-09-04T17:23:59.084121,A
1671,760904-17-M2,geo2,1976-09-04T17:32:55.000000,C
1672,760904-17-M2,geo4,1976-09-04T17:32:51.000000,C
1673,760904-17-N1,geo4,1976-09-04T17:02:50.000000,D
1674,760904-20-M1,geo2,1976-09-04T20:08:18.278542,A
1675,760904-20-M1,geo4,1976-09-04T20:08:19.587542,A
1676,760904-20-M1,geo1,1976-09-04T20:08:21.967542,A
1677,760904-20-M1,geo3,1976-09-04T20:08:23.812042,A
1678,760904-20-M2,geo4,1976-09-04T20:33:52.000000,B
1679,760904-20-M2,geo2,1976-09-04T20:33:54.000000,B
1680,760904-20-M2,geo3,1976-09-04T20:33:55.000000,B
1681,760904-20-M3,geo2,1976-09-04T20:35:26.000000,B
1682,760904-20-M3,geo3,1976-09-04T20:35:03.000000,B
1683,760904-20-M3,geo4,1976-09-04T20:35:09.000000,B
1684,760904-20-M4,geo3,1976-09-04T20:42:42.000000,B
1685,760904-20-M4,geo2,1976-09-04T20:42:53.000000,B
1686,760904-20-M4,geo4,1976-09-04T20:42:59.000000,B
1687,760904-20-M5,geo2,1976-09-04T20:44:40.000000,C
1688,760904-20-M5,geo3,1976-09-04T20:44:43.000000,C
1689,760904-20-M6,geo4,1976-09-04T20:40:31.000000,C
1690,760904-20-M6,geo3,1976-09-04T20:40:21.000000,C
1691,760904-20-N1,geo2,1976-09-04T20:24:03.000000,D
1692,760904-20-N2,geo2,1976-09-04T20:45:39.000000,D
1693,760904-20-N3,geo3,1976-09-04T20:23:10.000000,D
1694,760904-20-N4,geo4,1976-09-04T20:04:23.000000,D
1695,760904-20-N5,geo4,1976-09-04T20:06:35.000000,D
1696,760904-20-N6,geo4,1976-09-04T20:31:03.000000,D
1697,760904-20-N7,geo4,1976-09-04T20:36:50.000000,D
1698,760904-20-N8,geo4,1976-09-04T20:51:42.000000,D
1699,760904-22-M1,geo4,1976-09-04T22:09:27.000000,B
1700,760904-22-M1,geo1,1976-09-04T22:09:19.000000,B
1701,760904-22-M1,geo3,1976-09-04T22:09:28.000000,B
1702,760904-22-M2,geo3,1976-09-04T22:10:40.000000,B
1703,760904-22-M2,geo1,1976-09-04T22:10:58.000000,B
1704,760904-22-M2,geo4,1976-09-04T22:10:43.000000,B
1705,760904-22-M3,geo2,1976-09-04T22:13:24.000000,C
1706,760904-22-M3,geo4,1976-09-04T22:13:16.000000,C
1707,760904-22-M4,geo2,1976-09-04T22:48:53.000000,B
1708,760904-22-M4,geo4,1976-09-04T22:48:56.000000,B
1709,760904-22-M4,geo3,1976-09-04T22:49:02.000000,B
1710,760904-22-N1,geo2,1976-09-04T22:46:42.000000,D
1711,760904-22-N2,geo3,1976-09-04T22:03:26.000000,D
1712,760905-00-M1,geo1,1976-09-05T00:05:54.000000,A
1713,760905-00-M1,geo4,1976-09-05T00:05:54.220433,A
1714,760905-00-M1,geo3,1976-09-05T00:05:55.588933,A
1715,760905-00-M1,geo2,1976-09-05T00:06:02.371930,A
1716,760905-00-M2,geo1,1976-09-05T00:09:52.000000,C
1717,760905-00-M2,geo2,1976-09-05T00:09:53.000000,C
1718,760905-00-M3,geo4,1976-09-05T00:40:27.711417,A
1719,760905-00-M3,geo3,1976-09-05T00:40:31.221932,A
1720,760905-00-M3,geo1,1976-09-05T00:40:36.576954,A
1721,760905-00-M3,geo2,1976-09-05T00:40:39.016464,A
1722,760905-00-M4,geo2,1976-09-05T00:36:15.000000,C
1723,760905-00-M4,geo4,1976-09-05T00:36:32.000000,C
1724,760905-00-M5,geo2,1976-09-05T00:45:14.000000,C
1725,760905-00-M5,geo4,1976-09-05T00:44:57.000000,C
1726,760905-00-M6,geo3,1976-09-05T00:47:25.000000,B
1727,760905-00-M6,geo2,1976-09-05T00:47:17.000000,B
1728,760905-00-M6,geo4,1976-09-05T00:47:16.000000,B
1729,760905-00-M7,geo4,1976-09-05T00:51:00.000000,C
1730,760905-00-M7,geo2,1976-09-05T00:51:10.000000,C
1731,760905-00-N1,geo4,1976-09-05T00:37:57.000000,D
1732,760905-01-M1,geo1,1976-09-05T01:10:01.655550,A
1733,760905-01-M1,geo2,1976-09-05T01:10:03.262051,A
1734,760905-01-M1,geo4,1976-09-05T01:10:11.830051,A
1735,760905-01-M1,geo3,1976-09-05T01:10:13.615051,A
1736,760905-05-M1,geo2,1976-09-05T05:32:06.083162,A
1737,760905-05-M1,geo1,1976-09-05T05:32:19.054163,A
1738,760905-05-M1,geo3,1976-09-05T05:32:25.004163,A
1739,760905-05-M1,geo4,1976-09-05T05:32:28.157663,A
1740,760905-05-N1,geo4,1976-09-05T05:01:28.000000,D
1741,760905-05-N2,geo4,1976-09-05T05:46:08.000000,D
1742,760905-06-M1,geo3,1976-09-05T06:22:40.340114,A
1743,760905-06-M1,geo4,1976-09-05T06:22:40.459114,A
1744,760905-06-M1,geo1,1976-09-05T06:22:41.946614,A
1745,760905-06-M1,geo2,1976-09-05T06:22:45.040615,A
1746,760905-06-N1,geo1,1976-09-05T06:02:28.000000,D
1747,760905-06-N2,geo3,1976-09-05T06:10:00.000000,D
1748,760905-07-M1,geo2,1976-09-05T07:14:50.000000,B
1749,760905-07-M1,geo3,1976-09-05T07:14:51.000000,B
1750,760905-07-M1,geo1,1976-09-05T07:14:52.000000,B
1751,760905-07-M2,geo4,1976-09-05T07:44:43.000000,C
1752,760905-07-M2,geo3,1976-09-05T07:45:02.000000,C
1753,760905-07-N1,geo4,1976-09-05T07:08:22.000000,D
1754,760905-07-N2,geo4,1976-09-05T07:31:51.000000,D
1755,760905-07-N3,geo4,1976-09-05T07:34:05.000000,D
1756,760905-07-N4,geo4,1976-09-05T07:56:50.000000,D
1757,760905-09-M1,geo2,1976-09-05T09:45:29.180229,A
1758,760905-09-M1,geo4,1976-09-05T09:45:31.024729,A
1759,760905-09-M1,geo1,1976-09-05T09:45:31.441229,A
1760,760905-09-M1,geo3,1976-09-05T09:45:31.619729,A
1761,760905-09-N1,geo4,1976-09-05T09:09:57.000000,D
1762,760905-09-N2,geo4,1976-09-05T09:15:19.000000,D
1763,760905-09-N3,geo4,1976-09-05T09:25:18.000000,D
1764,760905-09-N4,geo4,1976-09-05T09:26:37.000000,D
1765,760905-09-N5,geo4,1976-09-05T09:35:21.000000,D
1766,760905-09-N6,geo4,1976-09-05T09:44:45.000000,D
1767,760905-10-M1,geo4,1976-09-05T10:32:40.100164,A
1768,760905-10-M1,geo3,1976-09-05T10:32:41.171165,A
1769,760905-10-M1,geo2,1976-09-05T10:32:46.407165,A
1770,760905-10-M1,geo1,1976-09-05T10:32:47.894665,A
1771,760905-10-N1,geo4,1976-09-05T10:06:56.000000,D
1772,760905-10-N2,geo4,1976-09-05T10:10:24.000000,D
1773,760905-11-M1,geo4,1976-09-05T11:05:50.557029,A
1774,760905-11-M1,geo1,1976-09-05T11:05:50.616529,A
1775,760905-11-M1,geo3,1976-09-05T11:05:51.628030,A
1776,760905-11-M1,geo2,1976-09-05T11:05:55.257530,A
1777,760905-11-M2,geo4,1976-09-05T11:08:54.000000,C
1778,760905-11-M2,geo3,1976-09-05T11:09:22.000000,C
1779,760905-11-N1,geo3,1976-09-05T11:28:30.000000,D
1780,760905-11-N2,geo4,1976-09-05T11:12:46.000000,D
1781,760905-11-N3,geo4,1976-09-05T11:33:48.000000,D
1782,760905-12-M1,geo4,1976-09-05T12:38:15.297606,A
1783,760905-12-M1,geo1,1976-09-05T12:38:15.476106,A
1784,760905-12-M1,geo2,1976-09-05T12:38:18.094105,A
1785,760905-12-M1,geo3,1976-09-05T12:38:26.245601,A
1786,760905-12-M2,geo3,1976-09-05T12:28:30.000000,B
1787,760905-12-M2,geo4,1976-09-05T12:28:32.000000,B
1788,760905-12-M2,geo2,1976-09-05T12:28:35.000000,B
1789,760905-12-N1,geo2,1976-09-05T12:21:20.000000,D
1790,760905-13-M1,geo1,1976-09-05T13:15:12.000000,C
1791,760905-13-M1,geo2,1976-09-05T13:15:11.000000,C
1792,760905-13-M2,geo2,1976-09-05T13:22:07.946611,A
1793,760905-13-M2,geo4,1976-09-05T13:22:08.363111,A
1794,760905-13-M2,geo1,1976-09-05T13:22:08.482111,A
1795,760905-13-M2,geo3,1976-09-05T13:22:09.910112,A
1796,760905-16-M1,geo3,1976-09-05T16:19:49.031100,A
1797,760905-16-M1,geo2,1976-09-05T16:20:09.380101,A
1798,760905-16-M1,geo1,1976-09-05T16:20:11.105602,A
1799,760905-16-M1,geo4,1976-09-05T16:20:11.343602,A
1800,760905-16-N1,geo4,1976-09-05T16:56:55.000000,D
1801,760905-17-M1,geo1,1976-09-05T17:18:42.000000,B
1802,760905-17-M1,geo4,1976-09-05T17:18:41.000000,B
1803,760905-17-M1,geo3,1976-09-05T17:18:45.000000,B
1804,760905-17-M2,geo4,1976-09-05T17:35:13.899085,A
1805,760905-17-M2,geo1,1976-09-05T17:35:14.910584,A
1806,760905-17-M2,geo2,1976-09-05T17:35:16.279084,A
1807,760905-17-M2,geo3,1976-09-05T17:35:20.801082,A
1808,760905-17-N1,geo4,1976-09-05T17:16:13.000000,D
1809,760905-17-N2,geo4,1976-09-05T17:51:58.000000,D
1810,760905-19-M1,geo1,1976-09-05T19:13:05.000000,B
1811,760905-19-M1,geo2,1976-09-05T19:13:13.000000,B
1812,760905-19-M1,geo3,1976-09-05T19:13:15.000000,B
1813,760905-19-M2,geo2,1976-09-05T19:33:48.000000,B
1814,760905-19-M2,geo3,1976-09-05T19:33:52.000000,B
1815,760905-19-M2,geo1,1976-09-05T19:34:05.000000,B
1816,760905-19-M3,geo3,1976-09-05T19:45:19.762228,A
1817,760905-19-M3,geo1,1976-09-05T19:45:20.178728,A
1818,760905-19-M3,geo2,1976-09-05T19:45:20.297728,A
1819,760905-19-M3,geo4,1976-09-05T19:45:22.082728,A
1820,760905-19-N1,geo3,1976-09-05T19:21:13.000000,D
1821,760905-19-N10,geo4,1976-09-05T19:51:56.000000,D
1822,760905-19-N11,geo4,1976-09-05T19:55:34.000000,D
1823,760905-19-N2,geo4,1976-09-05T19:16:34.000000,D
1824,760905-19-N3,geo4,1976-09-05T19:18:02.000000,D
1825,760905-19-N4,geo4,1976-09-05T19:19:56.000000,D
1826,760905-19-N5,geo4,1976-09-05T19:26:22.000000,D
1827,760905-19-N6,geo4,1976-09-05T19:33:28.000000,D
1828,760905-19-N7,geo4,1976-09-05T19:37:09.000000,D
1829,760905-19-N8,geo4,1976-09-05T19:38:43.000000,D
1830,760905-19-N9,geo4,1976-09-05T19:41:47.000000,D
1831,760905-20-M1,geo2,1976-09-05T20:04:23.000000,B
1832,760905-20-M1,geo3,1976-09-05T20:04:23.000000,B
1833,760905-20-M1,geo1,1976-09-05T20:04:48.000000,B
1834,760905-20-M2,geo3,1976-09-05T20:08:10.000000,B
1835,760905-20-M2,geo2,1976-09-05T20:08:08.000000,B
1836,760905-20-M2,geo1,1976-09-05T20:08:10.000000,B
1837,760905-20-N1,geo2,1976-09-05T20:14:17.000000,D
1838,760905-20-N2,geo2,1976-09-05T20:37:28.000000,D
1839,760905-20-N3,geo4,1976-09-05T20:03:46.000000,D
1840,760905-20-N4,geo4,1976-09-05T20:15:00.000000,D
1841,760905-20-N5,geo4,1976-09-05T20:27:15.000000,D
1842,760905-20-N6,geo4,1976-09-05T20:28:11.000000,D
1843,760905-20-N7,geo4,1976-09-05T20:36:39.000000,D
1844,760905-20-N8,geo4,1976-09-05T20:38:46.000000,D
1845,760905-20-N9,geo4,1976-09-05T20:40:05.000000,D
1846,760905-23-M1,geo2,1976-09-05T23:22:10.692112,A
1847,760905-23-M1,geo4,1976-09-05T23:22:12.358112,A
1848,760905-23-M1,geo1,1976-09-05T23:22:12.655612,A
1849,760905-23-M1,geo3,1976-09-05T23:22:12.655612,A
1850,760905-23-M2,geo2,1976-09-05T23:50:39.000000,B
1851,760905-23-M2,geo4,1976-09-05T23:50:53.000000,B
1852,760905-23-M2,geo3,1976-09-05T23:50:36.000000,B
1853,760905-23-N1,geo4,1976-09-05T23:11:45.000000,D
1854,760905-23-N2,geo4,1976-09-05T23:19:34.000000,D
1855,760905-23-N3,geo4,1976-09-05T23:55:57.000000,D
1856,760906-00-M1,geo3,1976-09-06T00:02:17.062441,A
1857,760906-00-M1,geo1,1976-09-06T00:02:21.346439,A
1858,760906-00-M1,geo4,1976-09-06T00:02:28.664936,A
1859,760906-00-M1,geo2,1976-09-06T00:02:31.699434,A
1860,760906-00-M2,geo3,1976-09-06T00:50:09.000000,C
1861,760906-00-M2,geo4,1976-09-06T00:50:20.000000,C
1862,760906-00-N1,geo4,1976-09-06T00:15:45.000000,D
1863,760906-00-N2,geo4,1976-09-06T00:22:06.000000,D
1864,760906-00-N3,geo4,1976-09-06T00:24:16.000000,D
1865,760906-00-N4,geo4,1976-09-06T00:26:14.000000,D
1866,760906-00-N5,geo4,1976-09-06T00:38:38.000000,D
1867,760906-00-N6,geo4,1976-09-06T00:41:49.000000,D
1868,760906-02-M1,geo2,1976-09-06T02:33:32.383669,A
1869,760906-02-M1,geo1,1976-09-06T02:33:36.072669,A
1870,760906-02-M1,geo3,1976-09-06T02:33:40.297170,A
1871,760906-02-M1,geo4,1976-09-06T02:33:40.356670,A
1872,760906-02-N1,geo4,1976-09-06T02:19:16.000000,D
1873,760906-02-N2,geo4,1976-09-06T02:23:29.000000,D
1874,760906-02-N3,geo4,1976-09-06T02:53:24.000000,D
1875,760906-02-N4,geo4,1976-09-06T02:56:51.000000,D
1876,760906-03-M1,geo1,1976-09-06T03:07:27.185038,A
1877,760906-03-M1,geo4,1976-09-06T03:07:29.684038,A
1878,760906-03-M1,geo3,1976-09-06T03:07:31.945038,A
1879,760906-03-M1,geo2,1976-09-06T03:07:32.302038,A
1880,760906-03-M2,geo4,1976-09-06T03:16:42.000000,C
1881,760906-03-M2,geo2,1976-09-06T03:16:56.000000,C
1882,760906-03-M3,geo4,1976-09-06T03:45:16.000000,C
1883,760906-03-M3,geo3,1976-09-06T03:45:16.000000,C
1884,760906-03-N1,geo4,1976-09-06T03:39:28.000000,D
1885,760906-03-N2,geo4,1976-09-06T03:49:22.000000,D
1886,760906-03-N3,geo4,1976-09-06T03:57:58.000000,D
1887,760906-09-M1,geo1,1976-09-06T09:10:57.000000,B
1888,760906-09-M1,geo2,1976-09-06T09:10:57.000000,B
1889,760906-09-M1,geo3,1976-09-06T09:10:58.000000,B
1890,760906-09-N1,geo2,1976-09-06T09:44:17.000000,D
1891,760906-09-N2,geo4,1976-09-06T09:52:42.000000,D
1892,760906-10-M1,geo2,1976-09-06T10:19:05.876596,A
1893,760906-10-M1,geo4,1976-09-06T10:19:06.174096,A
1894,760906-10-M1,geo3,1976-09-06T10:19:07.066596,A
1895,760906-10-M1,geo1,1976-09-06T10:19:07.780596,A
1896,760906-13-M1,geo1,1976-09-06T13:20:09.000000,B
1897,760906-13-M1,geo4,1976-09-06T13:20:11.000000,B
1898,760906-13-M1,geo3,1976-09-06T13:20:05.000000,B
1899,760906-13-M2,geo3,1976-09-06T13:49:03.201747,A
1900,760906-13-M2,geo4,1976-09-06T13:49:05.046247,A
1901,760906-13-M2,geo1,1976-09-06T13:49:05.462747,A
1902,760906-13-M2,geo2,1976-09-06T13:49:06.474247,A
1903,760906-13-M3,geo3,1976-09-06T13:11:22.000000,C
1904,760906-13-M3,geo2,1976-09-06T13:11:09.000000,C
1905,760906-14-M1,geo3,1976-09-06T14:05:48.000000,B
1906,760906-14-M1,geo2,1976-09-06T14:05:46.000000,B
1907,760906-14-M1,geo1,1976-09-06T14:05:49.000000,B
1908,760906-14-M2,geo1,1976-09-06T14:15:20.822077,A
1909,760906-14-M2,geo3,1976-09-06T14:15:21.476577,A
1910,760906-14-M2,geo2,1976-09-06T14:15:22.488077,A
1911,760906-14-M2,geo4,1976-09-06T14:15:24.094578,A
1912,760906-15-M1,geo3,1976-09-06T15:07:06.632036,A
1913,760906-15-M1,geo2,1976-09-06T15:07:08.298036,A
1914,760906-15-M1,geo1,1976-09-06T15:07:09.666536,A
1915,760906-15-M1,geo4,1976-09-06T15:07:09.726036,A
1916,760906-15-M2,geo2,1976-09-06T15:54:11.513773,A
1917,760906-15-M2,geo4,1976-09-06T15:54:12.465773,A
1918,760906-15-M2,geo1,1976-09-06T15:54:21.569274,A
1919,760906-15-M2,geo3,1976-09-06T15:54:24.901274,A
1920,760906-16-M1,geo3,1976-09-06T16:05:27.062943,A
1921,760906-16-M1,geo4,1976-09-06T16:05:28.193443,A
1922,760906-16-M1,geo1,1976-09-06T16:05:34.678940,A
1923,760906-16-M1,geo2,1976-09-06T16:05:42.651937,A
1924,760906-16-M2,geo1,1976-09-06T16:42:21.000000,B
1925,760906-16-M2,geo2,1976-09-06T16:42:24.000000,B
1926,760906-16-M2,geo4,1976-09-06T16:42:25.000000,B
1927,760906-22-M1,geo4,1976-09-06T22:09:29.109048,A
1928,760906-22-M1,geo1,1976-09-06T22:09:29.466048,A
1929,760906-22-M1,geo3,1976-09-06T22:09:33.095548,A
1930,760906-22-M1,geo2,1976-09-06T22:09:34.464048,A
1931,760906-22-M2,geo4,1976-09-06T22:41:26.632709,A
1932,760906-22-M2,geo3,1976-09-06T22:41:32.166209,A
1933,760906-22-M2,geo1,1976-09-06T22:41:33.891709,A
1934,760906-22-M2,geo2,1976-09-06T22:41:35.676709,A
1935,760906-22-M3,geo4,1976-09-06T22:46:43.000000,B
1936,760906-22-M3,geo2,1976-09-06T22:46:45.000000,B
1937,760906-22-M3,geo3,1976-09-06T22:46:37.000000,B
1938,760906-22-N1,geo3,1976-09-06T22:49:57.000000,D
1939,760906-22-N2,geo4,1976-09-06T22:20:30.000000,D
1940,760906-23-M1,geo2,1976-09-06T23:09:50.954050,A
1941,760906-23-M1,geo3,1976-09-06T23:09:52.739050,A
1942,760906-23-M1,geo1,1976-09-06T23:09:53.215050,A
1943,760906-23-M1,geo4,1976-09-06T23:09:57.380050,A
1944,760907-00-M1,geo1,1976-09-07T00:23:04.514030,A
1945,760907-00-M1,geo4,1976-09-07T00:23:14.569526,A
1946,760907-00-M1,geo3,1976-09-07T00:23:19.091524,A
1947,760907-00-M1,geo2,1976-09-07T00:23:28.433020,A
1948,760907-00-M2,geo4,1976-09-07T00:05:35.000000,C
1949,760907-00-M2,geo3,1976-09-07T00:05:53.000000,C
1950,760907-00-N1,geo4,1976-09-07T00:41:41.000000,D
1951,760907-01-M1,geo1,1976-09-07T01:53:04.000000,B
1952,760907-01-M1,geo2,1976-09-07T01:53:09.000000,B
1953,760907-01-M1,geo3,1976-09-07T01:53:04.000000,B
1954,760907-01-N1,geo4,1976-09-07T01:37:27.000000,D
1955,760907-02-M1,geo3,1976-09-07T02:03:08.275016,A
1956,760907-02-M1,geo1,1976-09-07T02:03:08.453516,A
1957,760907-02-M1,geo2,1976-09-07T02:03:09.286516,A
1958,760907-02-M1,geo4,1976-09-07T02:03:09.881516,A
1959,760907-02-M2,geo1,1976-09-07T02:39:35.333699,A
1960,760907-02-M2,geo3,1976-09-07T02:39:36.226199,A
1961,760907-02-M2,geo4,1976-09-07T02:39:38.011200,A
1962,760907-02-M2,geo2,1976-09-07T02:39:41.759700,A
1963,760907-02-M3,geo4,1976-09-07T02:29:23.000000,B
1964,760907-02-M3,geo3,1976-09-07T02:29:24.000000,B
1965,760907-02-M3,geo2,1976-09-07T02:29:15.000000,B
1966,760907-02-N1,geo4,1976-09-07T02:34:42.000000,D
1967,760907-03-M1,geo1,1976-09-07T03:42:39.367215,A
1968,760907-03-M1,geo2,1976-09-07T03:42:46.388215,A
1969,760907-03-M1,geo3,1976-09-07T03:42:59.121216,A
1970,760907-03-M1,geo4,1976-09-07T03:43:00.608717,A
1971,760907-04-M1,geo1,1976-09-07T04:17:05.720586,A
1972,760907-04-M1,geo4,1976-09-07T04:17:06.256086,A
1973,760907-04-M1,geo3,1976-09-07T04:17:07.862586,A
1974,760907-04-M1,geo2,1976-09-07T04:17:10.421086,A
1975,760907-04-M2,geo2,1976-09-07T04:49:04.544747,A
1976,760907-04-M2,geo1,1976-09-07T04:49:06.686747,A
1977,760907-04-M2,geo3,1976-09-07T04:49:10.316248,A
1978,760907-04-M2,geo4,1976-09-07T04:49:10.494748,A
1979,760907-04-N1,geo2,1976-09-07T04:09:55.000000,D
1980,760907-04-N2,geo2,1976-09-07T04:50:42.000000,D
1981,760907-06-M1,geo1,1976-09-07T06:02:26.582512,A
1982,760907-06-M1,geo3,1976-09-07T06:02:26.880012,A
1983,760907-06-M1,geo4,1976-09-07T06:02:30.033513,A
1984,760907-06-M1,geo2,1976-09-07T06:02:31.818513,A
1985,760907-09-M1,geo1,1976-09-07T09:16:33.000000,B
1986,760907-09-M1,geo3,1976-09-07T09:16:34.000000,B
1987,760907-09-M1,geo4,1976-09-07T09:16:31.000000,B
1988,760907-09-N1,geo2,1976-09-07T09:38:51.000000,D
1989,760907-13-M1,geo3,1976-09-07T13:28:47.000000,B
1990,760907-13-M1,geo1,1976-09-07T13:28:59.000000,B
1991,760907-13-M1,geo2,1976-09-07T13:28:47.000000,B
1992,760907-13-N1,geo4,1976-09-07T13:19:19.000000,D
1993,760907-13-N2,geo4,1976-09-07T13:52:37.000000,D
1994,760907-13-N3,geo4,1976-09-07T13:54:18.000000,D
1995,760907-14-M1,geo1,1976-09-07T14:31:32.000000,B
1996,760907-14-M1,geo4,1976-09-07T14:31:29.000000,B
1997,760907-14-M1,geo2,1976-09-07T14:31:48.000000,B
1998,760907-14-M2,geo1,1976-09-07T14:36:48.000000,B
1999,760907-14-M2,geo3,1976-09-07T14:36:51.000000,B
2000,760907-14-M2,geo4,1976-09-07T14:36:52.000000,B
2001,760907-14-N1,geo3,1976-09-07T14:46:44.000000,D
2002,760907-14-N2,geo4,1976-09-07T14:17:32.000000,D
2003,760907-17-M1,geo3,1976-09-07T17:13:15.591567,A
2004,760907-17-M1,geo2,1976-09-07T17:13:17.019567,A
2005,760907-17-M1,geo4,1976-09-07T17:13:18.328567,A
2006,760907-17-M1,geo1,1976-09-07T17:13:19.161567,A
2007,760907-17-N1,geo4,1976-09-07T17:19:17.000000,D
2008,760907-23-M1,geo1,1976-09-07T23:09:02.000000,C
2009,760907-23-M1,geo2,1976-09-07T23:09:17.000000,C
2010,760907-23-M2,geo1,1976-09-07T23:54:57.000000,B
2011,760907-23-M2,geo4,1976-09-07T23:54:55.000000,B
2012,760907-23-M2,geo3,1976-09-07T23:54:58.000000,B
2013,760908-00-M1,geo1,1976-09-08T00:06:48.535445,A
2014,760908-00-M1,geo3,1976-09-08T00:06:49.903944,A
2015,760908-00-M1,geo2,1976-09-08T00:06:50.677444,A
2016,760908-00-M1,geo4,1976-09-08T00:06:55.556442,A
2017,760908-00-N1,geo4,1976-09-08T00:11:49.000000,D
2018,760908-00-N2,geo4,1976-09-08T00:45:05.000000,D
2019,760908-01-M1,geo3,1976-09-08T01:33:10.946667,A
2020,760908-01-M1,geo2,1976-09-08T01:33:11.244167,A
2021,760908-01-M1,geo4,1976-09-08T01:33:15.409167,A
2022,760908-01-M1,geo1,1976-09-08T01:33:15.706667,A
2023,760908-04-M1,geo4,1976-09-08T04:29:43.971650,A
2024,760908-04-M1,geo3,1976-09-08T04:29:44.090650,A
2025,760908-04-M1,geo1,1976-09-08T04:29:44.745150,A
2026,760908-04-M1,geo2,1976-09-08T04:29:45.994650,A
2027,760908-04-N1,geo1,1976-09-08T04:27:00.000000,D
2028,760908-05-M1,geo2,1976-09-08T05:06:39.000000,C
2029,760908-05-M1,geo1,1976-09-08T05:06:18.000000,C
2030,760908-05-M2,geo3,1976-09-08T05:18:00.000000,C
2031,760908-05-M2,geo4,1976-09-08T05:17:57.000000,C
2032,760908-06-M1,geo4,1976-09-08T06:21:32.127608,A
2033,760908-06-M1,geo3,1976-09-08T06:21:32.246608,A
2034,760908-06-M1,geo2,1976-09-08T06:21:32.425108,A
2035,760908-06-M1,geo1,1976-09-08T06:21:32.544108,A
2036,760908-06-N1,geo4,1976-09-08T06:52:27.000000,D
2037,760908-09-M1,geo4,1976-09-08T09:05:37.645528,A
2038,760908-09-M1,geo2,1976-09-08T09:05:41.572529,A
2039,760908-09-M1,geo3,1976-09-08T09:05:42.643529,A
2040,760908-09-M1,geo1,1976-09-08T09:05:43.952529,A
2041,760908-09-M2,geo3,1976-09-08T09:22:36.000000,B
2042,760908-09-M2,geo1,1976-09-08T09:22:34.000000,B
2043,760908-09-M2,geo2,1976-09-08T09:22:48.000000,B
2044,760908-09-M3,geo2,1976-09-08T09:39:46.698200,A
2045,760908-09-M3,geo4,1976-09-08T09:39:47.412200,A
2046,760908-09-M3,geo3,1976-09-08T09:39:48.661700,A
2047,760908-09-M3,geo1,1976-09-08T09:39:50.982201,A
2048,760908-12-M1,geo4,1976-09-08T12:21:06.976106,A
2049,760908-12-M1,geo3,1976-09-08T12:21:08.404106,A
2050,760908-12-M1,geo1,1976-09-08T12:21:09.534607,A
2051,760908-12-M1,geo2,1976-09-08T12:21:10.605607,A
2052,760908-12-M2,geo3,1976-09-08T12:02:07.000000,B
2053,760908-12-M2,geo4,1976-09-08T12:02:19.000000,B
