evid,evid_ref,geophone,mod_arrival_time,corr_coeffs,dt_values,minfreq,maxfreq,grade,grade_new,isol_or_rpt,num_per_family,emergence_s,picktime_SNR,Regolith_Temp_K,Rock_Temp_K,interval_day_number,diurnal_interval,duration_s,PGV,mean_amplitude,theta_mean_lag_deg,theta_sd_lag_deg,theta_mean_snr_deg,theta_sd_snr_deg
770206-12-N2,770206-12-N2,2,1977-02-06 12:42:08.200000,1.0,0.0,3,35,D,BB,isolated,1,31.158845,1977-02-06 12:42:08.200000,317.9561748148148,327.9681777777778,27.41207407407408,sunset6,96.4000001297504,0.0038158692060029,0.0007573790065773,343.25360664944384,102.5178994856618,89.98295792518225,0.4886623470014624
770206-12-N2,770206-12-N2,3,1977-02-06 12:42:04.900000,1.0,0.0,3,35,D,BB,isolated,1,41.550681,1977-02-06 12:42:04.900000,317.9574459259259,327.96891111111114,27.412035879629627,sunset6,114.80000012974936,0.0041593074464559,0.0007812450063064,343.25360664944384,102.5178994856618,89.98295792518225,0.4886623470014624
770205-13-M6,770205-13-M6,2,1977-02-05 13:20:26.800000,1.0,0.0,3,35,C,BB,isolated,1,40.652382,1977-02-05 13:20:26.800000,345.3413451851852,343.9834103703704,26.43867824074074,sunset6,97.00000012975038,0.0024883990584099,0.0004851767326604,153.97119051021662,73.60761905688908,270.7921334740243,0.17931325019780134
770205-13-M6,770205-13-M6,3,1977-02-05 13:20:29.000000,1.0,0.0,3,35,C,BB,isolated,1,29.209184,1977-02-05 13:20:29.000000,345.34072592592594,343.9830518518518,26.438703703703705,sunset6,104.10000012974996,0.0031102131875351,0.0005448707550459,153.97119051021662,73.60761905688908,270.7921334740243,0.17931325019780134
770205-13-M6,770205-13-M6,4,1977-02-05 13:20:28.600000,1.0,0.0,3,35,C,BB,isolated,1,80.757144,1977-02-05 13:20:28.600000,345.3408385185185,343.98311703703706,26.43869907407408,sunset6,100.3000001297502,0.0036332678085058,0.0005484417827467,153.97119051021662,73.60761905688908,270.7921334740243,0.17931325019780134
770205-17-M2,770205-17-M2,1,1977-02-05 17:57:28.700000,1.0,0.0,3,35,B,BB,isolated,1,51.687757,1977-02-05 17:57:28.700000,340.6925881481481,341.1768977777777,26.631061342592595,sunset6,257.1000001297416,0.0067010782206292,0.0007613567544914,185.23127191604007,7.997783292462675,229.84268691951073,0.0032073862429452763
770205-17-M2,770205-17-M2,2,1977-02-05 17:56:54.000000,1.0,0.0,3,35,B,BB,isolated,1,9.89966,1977-02-05 17:56:54.000000,340.7023555555555,341.18306666666666,26.630659722222223,sunset6,20.80000012975164,0.0072398743847284,0.0007115944332653,185.23127191604007,7.997783292462675,229.84268691951073,0.0032073862429452763
770205-17-M2,770205-17-M2,4,1977-02-05 17:56:53.300000,1.0,0.0,3,35,B,BB,isolated,1,0.489116,1977-02-05 17:56:53.300000,340.7025525925925,341.1831911111111,26.63065162037037,sunset6,209.200000129744,0.0047367236457359,0.0007860416286681,185.23127191604007,7.997783292462675,229.84268691951073,0.0032073862429452763
770206-20-N1,770206-20-N1,1,1977-02-06 20:13:38.700000,1.0,0.0,3,35,D,BB,isolated,1,52.902042,1977-02-06 20:13:38.700000,306.5861333333333,321.8192711111111,27.72562152777778,sunset6,121.70000012974896,0.0045448971846446,0.000920977477756,20.42843475129138,154.3783497315055,147.02921261054527,0.5410351123865148
770206-20-N1,770206-20-N1,3,1977-02-06 20:13:38.700000,1.0,0.0,3,35,D,BB,isolated,1,33.52279,1977-02-06 20:13:38.700000,306.5861333333333,321.8192711111111,27.72562152777778,sunset6,165.00000012974652,0.0056249589436968,0.0010754206726774,20.42843475129138,154.3783497315055,147.02921261054527,0.5410351123865148
