evid,evid_ref,geophone,mod_arrival_time,corr_coeffs,dt_values,minfreq,maxfreq,grade,grade_new,isol_or_rpt,num_per_family,emergence_s,picktime_SNR,Regolith_Temp_K,Rock_Temp_K,interval_day_number,diurnal_interval,duration_s,PGV,theta_mean_lag_deg,theta_sd_lag_deg,theta_mean_snr_deg,theta_sd_snr_deg,possible_source
760831-14-M4,760831-14-M4,1,1976-08-31 14:41:00.733333,1.0,0.0,3,35,B,AA,isolated,1,3.020069,1976-08-31 14:41:00.733333,290.71926913562965,247.4849274072889,16.330564043206017,sunrise1,25.000000129751697,0.0025225844943105,122.2000605816722,59.74481632277383,244.5597455850801,2.3257585835887458,geophone_rock
770126-11-M2,770126-11-M2,3,1977-01-26 11:10:16.458677,1.0,0.0,3,35,A,AA,isolated,1,0.559525,1977-01-26 11:10:16.458677,298.9571791854519,256.6549846951852,16.348280771724536,sunrise6,82.70000012975119,0.0164459599858282,201.028718027624,104.97471187545214,266.3357418888655,27.445146294685262,unclear
770126-11-M2,770126-11-M2,2,1977-01-26 11:10:16.958677,1.0,0.0,3,35,A,AA,isolated,1,3.290817,1977-01-26 11:10:16.958677,298.9574310373037,256.65516988037035,16.348286558761572,sunrise6,25.90000012975171,0.0027781134138699,201.028718027624,104.97471187545214,266.3357418888655,27.445146294685262,unclear
770126-11-M2,770126-11-M2,4,1977-01-26 11:10:17.158677,1.0,0.0,3,35,A,AA,isolated,1,1.653742,1977-01-26 11:10:17.158677,298.9575317780444,256.6552439544444,16.34828887357639,sunrise6,31.900000129751795,0.0054687904758714,201.028718027624,104.97471187545214,266.3357418888655,27.445146294685262,unclear
770126-11-M2,770126-11-M2,1,1977-01-26 11:10:17.258677,1.0,0.0,3,35,A,AA,isolated,1,16.460205,1977-01-26 11:10:17.258677,298.9575821484148,256.65528099148145,16.348290030983797,sunrise6,87.10000012975094,0.0028369385995352,201.028718027624,104.97471187545214,266.3357418888655,27.445146294685262,unclear
761128-06-M4,761128-06-M4,3,1976-11-28 06:19:14.300000,1.0,0.0,3,35,B,AA,isolated,1,2.713606,1976-11-28 06:19:14.300000,298.2914251851852,255.6975185185185,16.372734953703706,sunrise4,39.80000012975191,0.0111409902472023,126.94358563502848,1.0238738436440953,131.85416178771985,61.75675986707576,unclear
761128-06-M4,761128-06-M4,4,1976-11-28 06:19:17.200000,1.0,0.0,3,35,B,AA,isolated,1,47.203063,1976-11-28 06:19:17.200000,298.292885925926,255.6985925925926,16.37276851851852,sunrise4,32.1000001297518,0.007942104224539,126.94358563502848,1.0238738436440953,131.85416178771985,61.75675986707576,unclear
761128-06-M4,761128-06-M4,1,1976-11-28 06:19:17.400000,1.0,0.0,3,35,B,AA,isolated,1,35.668028,1976-11-28 06:19:17.400000,298.29298666666665,255.69866666666667,16.372770833333334,sunrise4,27.500000129751733,0.0063019808787295,126.94358563502848,1.0238738436440953,131.85416178771985,61.75675986707576,unclear
761128-06-M4,761128-06-M4,2,1976-11-28 06:19:17.800000,1.0,0.0,3,35,B,AA,isolated,1,23.507824,1976-11-28 06:19:17.800000,298.29318814814815,255.6988148148148,16.372775462962963,sunrise4,23.90000012975168,0.0049288865318792,126.94358563502848,1.0238738436440953,131.85416178771985,61.75675986707576,unclear
761227-21-M1,761227-21-M1,3,1976-12-27 21:02:00.200000,1.0,0.0,3,35,B,AA,isolated,1,0.876531,1976-12-27 21:02:00.200000,299.8787644444444,257.09451851851856,16.384203703703704,sunrise5,20.600000129751635,0.0151111494772819,175.79862070630136,3.9528693778252832,125.12801535904444,0.5356200265897867,geophone_rock
