evid,evid_ref,geophone,mod_arrival_time,corr_coeffs,dt_values,minfreq,maxfreq,grade,grade_new,isol_or_rpt,num_per_family,emergence_s,picktime_SNR,Regolith_Temp_K,Rock_Temp_K,interval_day_number,diurnal_interval,duration_s,PGV,theta_mean_lag_deg,theta_sd_lag_deg,theta_mean_snr_deg,theta_sd_snr_deg,source_distance_m
760830-11-M1,761226-15-M1,1,1976-08-30 11:01:45.582252,0.963263625551532,0.0170068027210884,3,35,A,AA,repeating,362,5.841497,1976-08-30 11:01:45.599259,207.4395722136,214.68992870226663,15.178305546979168,sunrise1,110.6000001297496,0.0294714098100008,104.93147540063426,0.0070467368678296,65.95728942877356,0.935981279447384,145.658121
760830-11-M10,761226-15-M1,1,1976-08-30 11:48:06.731525,0.9195637116300992,0.2295918367346939,3,35,A,AA,repeating,362,6.362246,1976-08-30 11:48:06.961117,211.51533671628147,215.41041983687407,15.210497235150465,sunrise1,196.1000001297448,0.021619600249291,75.49552005520596,9.6026536949303,70.07290136880762,3.2146896361445694,145.658121
760830-11-M12,761226-15-M1,1,1976-08-30 11:52:41.666542,0.9431931664855278,-0.0680272108843537,3,35,A,AA,repeating,362,5.720069,1976-08-30 11:52:41.598515,211.90649566577773,215.4830929373333,15.213675908738423,sunrise1,133.9000001297483,0.0310121670195543,106.94484031807264,0.0237528118462648,69.40374250684211,0.951919411863216,145.658121
760830-11-M13,761226-15-M1,1,1976-08-30 11:57:32.268854,0.9390711524567396,0.1530612244897959,3,35,A,AA,repeating,362,6.444899,1976-08-30 11:57:32.421915,212.320111168,215.560645844,15.2170419203125,sunrise1,151.2000001297473,0.0285607820832837,102.69755425286094,0.0752573089265109,84.22036896510839,4.524243682205042,145.658121
760830-11-M2,761226-15-M1,1,1976-08-30 11:07:09.596401,0.9633609943654812,0.0255102040816326,3,35,A,AA,repeating,362,5.628572,1976-08-30 11:07:09.621911,207.9261750075704,214.77456584293333,15.182055809155091,sunrise1,152.30000012974725,0.0272342704717249,89.14209922028702,0.0630673996591809,79.66047486538585,2.2349045637096268,145.658121
760830-11-M3,761226-15-M1,1,1976-08-30 11:11:59.716213,0.9466019949569902,-0.0680272108843537,3,35,A,AA,repeating,362,4.759184,1976-08-30 11:11:59.648186,208.3601402486815,214.85190618293333,15.18541259474537,sunrise1,211.70000012974387,0.0258509345983837,79.86337354654344,1.573645713474317,64.57865888154926,0.8163478863068148,145.658121
760830-11-M4,761226-15-M1,1,1976-08-30 11:17:29.785768,0.9560002422065328,-0.4506802721088436,3,35,A,AA,repeating,362,7.038436,1976-08-30 11:17:29.335088,208.84902479573333,214.9376103184593,15.18922841537037,sunrise1,600.0,0.0263450008794154,87.58225812309873,0.0408168632745904,43.37727593170345,0.2153713792598399,145.658121
760830-11-M6,761226-15-M1,1,1976-08-30 11:28:33.240749,0.9556602460770272,0.0510204081632653,3,35,A,AA,repeating,362,5.607484,1976-08-30 11:28:33.291769,209.82077916091853,215.10687780506663,15.19691309917824,sunrise1,134.0000001297483,0.0297462131413315,104.780719637059,0.0070198256572098,14.004365456005264,3.4475807700613608,145.658121
760830-11-M7,761226-15-M1,1,1976-08-30 11:33:09.761177,0.9483777343695596,-0.0255102040816326,3,35,A,AA,repeating,362,6.610545,1976-08-30 11:33:09.735667,210.22213474616296,215.18059617786668,15.20011268133102,sunrise1,600.0,0.0321126722714565,102.50498038820356,0.0764229360050927,92.52930196533308,1.4679915105959196,145.658121
760830-12-M1,761226-15-M1,1,1976-08-30 12:02:16.628441,0.9273736999528718,0.1785714285714285,3,35,A,AA,repeating,362,7.168028,1976-08-30 12:02:16.807012,212.720516431526,215.63648186986663,15.22033341449074,sunrise1,97.70000012975034,0.0258539043574271,104.780719637059,0.0070198256572098,74.92757839331902,2.1691377483882857,145.658121
760830-12-M2,761226-15-M1,1,1976-08-30 12:06:51.649210,0.9370694273983582,0.1870748299319728,3,35,A,AA,repeating,362,4.507824,1976-08-30 12:06:51.836285,213.10352015985185,215.7098230093333,15.22351662366898,sunrise1,129.90000012974852,0.0281159186326727,102.72341572856502,0.0735521989036432,77.65053776685963,4.7442137343379125,145.658121
760830-12-M3,761226-15-M1,1,1976-08-30 12:47:24.746939,0.9254738114845312,0.1530612244897959,3,35,C,AA,repeating,362,4.54898,1976-08-30 12:47:24.900000,216.4132,216.36864,15.251677083333332,sunrise1,140.7000001297479,0.0313365074440359,91.71123616946748,0.0322570212844703,43.16623723344562,0.9017360554835296,145.658121
760830-12-M4,761226-15-M1,1,1976-08-30 12:55:06.355782,0.9129805397020364,0.54421768707483,3,35,C,AA,repeating,362,4.162926,1976-08-30 12:55:06.900000,217.0292,216.49184,15.257024305555554,sunrise1,98.4000001297503,0.0321581896167379,71.01953650077462,0.1204312019629942,76.71207139820515,5.778211660046409,145.658121
760830-12-N1,761226-15-M1,1,1976-08-30 12:12:07.521429,0.9162390494366598,0.1785714285714285,3,35,D,AA,repeating,362,6.711566,1976-08-30 12:12:07.700000,213.54260888888888,215.79405333333327,15.227172453703703,sunrise1,103.50000012975,0.0277801222016037,102.69732551000295,0.0748939063905006,87.62671304854636,0.3034164110117698,145.658121
760830-12-N2,761226-15-M1,1,1976-08-30 12:20:07.012585,0.939902291360014,-0.2125850340136054,3,35,D,AA,repeating,362,4.902382,1976-08-30 12:20:06.800000,214.20270222222223,215.9218133333333,15.232717592592593,sunrise1,149.90000012974738,0.0328950960833487,89.84792776670672,0.0326579793886195,60.93401883903685,0.5035393380833828,145.658121
760830-12-N4,761226-15-M1,1,1976-08-30 12:27:12.806463,0.9493576365644538,0.0935374149659864,3,35,D,AA,repeating,362,4.603402,1976-08-30 12:27:12.900000,214.78558222222225,216.03544,15.237649305555555,sunrise1,133.00000012974834,0.0368614556814661,89.44151066187982,0.046522841147607,106.93400734967165,0.3166779474867345,145.658121
760830-12-N5,761226-15-M1,1,1976-08-30 12:33:37.729592,0.94074526433767,-0.2295918367346939,3,35,D,AA,repeating,362,3.006804,1976-08-30 12:33:37.500000,215.30977777777773,216.138,15.242100694444444,sunrise1,600.0,0.0290796947821618,87.66685204036085,0.060371429859868,103.37690386721532,1.0153458272212768,145.658121
760830-12-N6,761226-15-M1,1,1976-08-30 12:40:14.982993,0.9305351145960452,0.0170068027210884,3,35,D,AA,repeating,362,5.57313,1976-08-30 12:40:15.000000,215.84,216.24977777777767,15.246701388888887,sunrise1,97.10000012975036,0.0333568958223261,53.31019660536325,0.1302945041166492,52.02646297113546,0.1395705357255186,145.658121
760830-13-M1,761226-15-M1,1,1976-08-30 13:02:47.446939,0.8956669816254511,0.1530612244897959,3,35,C,AA,repeating,362,4.551362,1976-08-30 13:02:47.600000,217.63183407407408,216.6146933333333,15.262356481481484,sunrise1,199.8000001297445,0.0292191472601186,104.78794925944104,0.0499094143179944,95.14022969286304,3.623583422110666,145.658121
760830-13-M10,761226-15-M1,1,1976-08-30 13:11:19.536054,0.9210974826366812,-0.1360544217687075,3,35,C,AA,repeating,362,2.906123,1976-08-30 13:11:19.400000,218.29906962962963,216.75457185185184,15.268280092592592,sunrise1,150.80000012974733,0.0344672037932192,91.7637483650468,0.0302846539177292,18.120034879672303,3.9043585185950542,145.658121
760830-13-M3,761226-15-M1,1,1976-08-30 13:19:41.664156,0.9189121166987796,0.1700680272108843,3,35,A,AA,repeating,362,2.601021,1976-08-30 13:19:41.834224,218.9524110113185,216.8959977815704,15.27409530351852,sunrise1,134.60000012974825,0.0295557499556346,93.53868984605955,0.0198908551504683,52.433754570827816,0.2424876822365102,145.658121
760830-13-M5,761226-15-M1,1,1976-08-30 13:29:12.392315,0.921355794888744,0.2040816326530612,3,35,A,AA,repeating,362,4.503742,1976-08-30 13:29:12.596397,219.6796042984,217.0566567636,15.2807013471875,sunrise1,114.3000001297494,0.0426962709505458,91.9914014672536,0.0280312009161044,83.75850829297855,4.276644170537063,145.658121
760830-13-M6,761226-15-M1,1,1976-08-30 13:39:46.959521,0.926076833815334,-0.1785714285714285,3,35,A,AA,repeating,362,4.869729,1976-08-30 13:39:46.780950,220.4876023955556,217.22647492,15.288041446180555,sunrise1,172.3000001297461,0.0385751619871235,91.3727870231434,0.0551386249885169,63.344101360763375,0.9543993631070312,145.658121
760830-13-M8,761226-15-M1,1,1976-08-30 13:53:51.681261,0.9122384804974526,0.0255102040816326,3,35,A,AA,repeating,362,4.678232,1976-08-30 13:53:51.706771,221.54167953724445,217.46299894294813,15.297820680219909,sunrise1,179.20000012974572,0.0369976666703199,112.24843580750908,0.0277698795171941,88.24178294798025,3.5432989321637693,145.658121
760830-14-M1,761226-15-M1,1,1976-08-30 14:05:47.195404,0.9148880496653332,0.0,3,35,A,AA,repeating,362,4.703742,1976-08-30 14:05:47.195404,222.42844478708147,217.6643957433481,15.306101798657409,sunrise1,201.10000012974447,0.0358333769310459,112.6731337417012,0.0574454683913986,52.32071627623092,0.154085599531502,145.658121
760830-14-M3,761226-15-M1,1,1976-08-30 14:18:10.509225,0.916948296688604,-3.460884353741497,3,35,A,AA,repeating,362,8.165987,1976-08-30 14:18:07.048341,223.3272290957333,217.87265064413333,15.314664911354166,sunrise1,153.1000001297472,0.035135906096186,94.46680965389577,0.0828404201141794,51.60691806616283,1.555993619785604,145.658121
760830-14-M4,761226-15-M1,1,1976-08-30 14:46:22.976697,0.914644528674414,-0.2210884353741496,3,35,A,AA,repeating,362,4.920749,1976-08-30 14:46:22.755609,225.35352137942223,218.35996083808888,15.334291152881946,sunrise1,600.0,0.0360164723016906,88.05025607081316,0.0467266518495081,84.59038839979823,4.721889723543624,145.658121
760830-15-M1,761226-15-M1,1,1976-08-30 15:02:11.223634,0.903297253236538,0.6292517006802721,3,35,A,AA,repeating,362,4.069729,1976-08-30 15:02:11.852886,226.46431671102224,218.63711414568888,15.345276075069444,sunrise1,106.10000012974986,0.0316558321859942,104.880497834129,0.0059083848288102,87.43315561592425,4.320614273749013,145.658121
760830-15-M3,761226-15-M1,1,1976-08-30 15:19:44.462583,0.912767587562062,0.042517006802721,3,35,A,AA,repeating,362,6.559525,1976-08-30 15:19:44.505100,227.6812132251852,218.9409644740741,15.357459549768516,sunrise1,131.10000012974845,0.0338775124516935,88.02309440843109,0.0614610678362981,100.20441352636313,1.5047876632056565,145.658121
760830-15-M5,761226-15-M1,1,1976-08-30 15:46:18.588599,0.9218084884567456,-0.2891156462585034,3,35,A,AA,repeating,362,4.99728,1976-08-30 15:46:18.299483,229.48699942555555,219.4031998468148,15.375906244016203,sunrise1,185.8000001297453,0.0472738998901566,89.17784981016402,0.0703619709629301,79.27339838470253,1.399918670966797,145.658121
760830-16-M1,761226-15-M1,1,1976-08-30 16:10:57.513372,0.911622168482776,-0.0935374149659864,3,35,A,AA,repeating,362,5.928232,1976-08-30 16:10:57.419835,231.1173935968889,219.84145772888888,15.393025692534724,sunrise1,224.90000012974312,0.0378779863005314,108.54626602632548,0.0045849176159017,60.3129585150056,1.5641661062087393,145.658121
760928-22-M1,761226-15-M1,1,1976-09-28 22:21:37.654936,0.96628988166001,0.119047619047619,3,35,A,AA,repeating,362,5.530613,1976-09-28 22:21:37.773984,206.48875953066667,217.7135134478222,15.15824969888889,sunrise2,132.2000001297484,0.0301904037234351,104.79368306486396,0.0072889340141652,75.05277063232968,4.8165040706739095,145.658121
760928-22-M2,761226-15-M1,1,1976-09-28 22:27:13.404577,0.96698142447196,-0.1615646258503401,3,35,A,AA,repeating,362,5.811565,1976-09-28 22:27:13.243012,207.0106002408889,217.79800194376296,15.16213244226852,sunrise2,203.1000001297444,0.0319414509003286,104.64294681711796,0.0072516399023022,91.75213461820904,4.131532534834496,145.658121
760928-22-M4,761226-15-M1,1,1976-09-28 22:38:17.550152,0.9689460312583112,0.1020408163265306,3,35,A,AA,repeating,362,5.560545,1976-09-28 22:38:17.652193,208.0220077583111,217.9653346263852,15.169822363344908,sunrise2,200.4000001297445,0.0277880355101811,90.13717521296996,0.0284417483866184,55.59101276739271,8.11670983598034,145.658121
760928-22-M5,761226-15-M1,1,1976-09-28 22:43:36.758737,0.9318272499457236,-0.042517006802721,3,35,A,AA,repeating,362,2.814287,1976-09-28 22:43:36.716220,208.50414895466665,218.04569149244443,15.17351523402778,sunrise2,133.8000001297483,0.0236022398173372,117.15245577697316,0.4880518413249917,103.72824558085722,0.4863849006927512,145.658121
760928-22-M7,761226-15-M1,1,1976-09-28 22:54:24.547135,0.9610141467948043,0.0340136054421768,3,35,A,AA,repeating,362,2.741157,1976-09-28 22:54:24.581149,209.4797498503704,218.20885747456296,15.18101367070602,sunrise2,167.70000012974637,0.0293402634934905,89.44927580272773,0.0576377400161297,67.59338358475097,1.1959581705799134,145.658121
760928-22-N2,761226-15-M1,1,1976-09-28 22:59:11.087075,0.953756633449596,-0.1870748299319728,3,35,D,AA,repeating,362,5.8466,1976-09-28 22:59:10.900000,209.903925925926,218.28096740740745,15.184327546296297,sunrise2,132.0000001297484,0.029940971988517,102.90115224977184,0.0653097708082392,67.86651827597214,0.7387284181343945,145.658121
760928-23-M2,761226-15-M1,1,1976-09-28 23:11:36.134742,0.9474604869630234,-0.1445578231292517,3,35,A,AA,repeating,362,6.742858,1976-09-28 23:11:35.990184,210.99380797084444,218.4755973824,15.192951275277778,sunrise2,147.00000012974755,0.0284594149551352,87.64474172866035,0.039007160947014,100.70279672999852,0.507016410801117,145.658121
760928-23-M3,761226-15-M1,1,1976-09-28 23:16:29.797275,0.951278144463009,0.1445578231292517,3,35,A,AA,repeating,362,5.515987,1976-09-28 23:16:29.941833,211.4205822168,218.5526520172,15.1963534934375,sunrise2,110.7000001297496,0.0337407651055134,90.313797157935,0.0277011653558344,61.83311322172235,0.736667476974471,145.658121
760928-23-M5,761226-15-M1,1,1976-09-28 23:21:20.680883,0.956137850036698,-0.3741496598639456,3,35,A,AA,repeating,362,6.035715,1976-09-28 23:21:20.306733,211.84214903457777,218.62578095497776,15.199714198298611,sunrise2,133.00000012974834,0.0304313490352642,80.79542904011105,0.3646015394918503,35.7244230361227,0.5149757651601993,145.658121
760928-23-M7,761226-15-M1,1,1976-09-28 23:38:26.804424,0.9386170449973203,0.0510204081632653,3,35,A,AA,repeating,362,2.718368,1976-09-28 23:38:26.855444,213.30001877303704,218.8951614517333,15.211595549120371,sunrise2,470.3000001297901,0.027168718918243,87.94081175696327,0.0395086427110229,75.80990787285452,7.615936553290969,145.658121
760928-23-M8,761226-15-M1,1,1976-09-28 23:32:31.685034,0.9458785410153402,-0.0850340136054421,3,35,C,AA,repeating,362,2.867688,1976-09-28 23:32:31.600000,212.8000296296296,218.80042666666665,15.207483796296298,sunrise2,600.0,0.0259487908616497,89.90469349767572,0.0307831671748587,82.52096624972964,2.746794248324143,145.658121
760928-23-M9,761226-15-M1,1,1976-09-28 23:43:15.129932,0.9298029231247744,0.1700680272108843,3,35,C,AA,repeating,362,6.718708,1976-09-28 23:43:15.300000,213.7059777777777,218.97208,15.214934027777778,sunrise2,99.40000012975024,0.0283122918805211,80.46092143563808,0.0410754109638645,88.46192512194301,0.4130060309423047,145.658121
760928-23-N3,761226-15-M1,1,1976-09-28 23:48:51.548980,0.9162536316383172,0.0510204081632653,3,35,D,AA,repeating,362,6.546259,1976-09-28 23:48:51.600000,214.1791911111111,219.06176,15.21882638888889,sunrise2,129.50000012974854,0.026552281398934,109.39974359085076,0.0302218798053161,69.51034495457161,1.28547423767193,145.658121
760928-23-N4,761226-15-M1,1,1976-09-28 23:54:48.012925,0.931494899973916,0.1870748299319728,3,35,D,AA,repeating,362,2.580613,1976-09-28 23:54:48.200000,214.67578962962963,219.1568533333333,15.222953703703704,sunrise2,111.10000012974956,0.0261777394990059,88.20948313467157,0.053689746450943,63.20554583024291,1.114948998962732,145.658121
760929-00-M1,761226-15-M1,1,1976-09-29 00:01:49.453099,0.9339665338221822,-0.3656462585034014,3,35,A,AA,repeating,362,3.138776,1976-09-29 00:01:49.087453,215.25868215816297,219.26908998746669,15.227825086261577,sunrise2,190.50000012974508,0.0353008608882143,87.83425646949021,0.0689941217592954,62.12149900152692,0.5911395375880149,145.658121
760929-00-M10,761226-15-M1,1,1976-09-29 00:29:18.855442,0.915603014318658,0.1445578231292517,3,35,C,AA,repeating,362,4.559525,1976-09-29 00:29:19.000000,217.48533333333333,219.70906666666667,15.246921296296296,sunrise2,267.600000129744,0.0336671500911845,84.61550498455404,0.0804520733459826,53.986376913179086,5.652732780292286,145.658121
760929-00-M11,761226-15-M1,1,1976-09-29 00:37:22.114966,0.906256589437802,0.0850340136054421,3,35,C,AA,repeating,362,4.618028,1976-09-29 00:37:22.200000,218.12638222222225,219.83792,15.252513888888888,sunrise2,134.40000012974826,0.035318231670888,104.77501518788168,0.0026218090203053,52.45250967525537,0.1932400826556161,145.658121
760929-00-M12,761226-15-M1,1,1976-09-29 00:45:55.563946,0.9217222450520228,0.1360544217687075,3,35,C,AA,repeating,362,4.565307,1976-09-29 00:45:55.700000,218.8026162962963,219.9756785185185,15.258457175925926,sunrise2,178.30000012974577,0.0416127107285233,91.44835218206438,0.0410118939044553,83.75850829297855,4.276644170537063,145.658121
760929-00-M2,761226-15-M1,1,1976-09-29 00:08:28.185734,0.9218165837362402,0.2380952380952381,3,35,A,AA,repeating,362,4.468708,1976-09-29 00:08:28.423829,215.8029628484148,219.3755796877333,15.23244703505787,sunrise2,132.70000012974836,0.0300663768611529,104.6781407744367,0.006225358646241,90.10964155521046,3.784708632604396,145.658121
760929-00-M7,761226-15-M1,1,1976-09-29 00:54:25.367973,0.9147698848937518,0.2040816326530612,3,35,A,AA,repeating,362,4.505103,1976-09-29 00:54:25.572055,219.46733838281483,220.119198059926,15.264358472858795,sunrise2,220.0000001297434,0.0356756636703823,91.39405807580631,0.0431822974397871,21.826184476370333,5.723689557317776,145.658121
760929-00-N12,761226-15-M1,1,1976-09-29 00:14:59.661565,0.8923066803087161,-0.1615646258503401,3,35,D,AA,repeating,362,6.773811,1976-09-29 00:14:59.500000,216.3326592592593,219.47986666666665,15.23697337962963,sunrise2,377.00000012976886,0.0261785817350787,111.4261046240395,0.0498302516778556,67.86040768260293,0.7931381439333965,145.658121
760929-01-M1,761226-15-M1,1,1976-09-29 01:03:56.740212,0.9034704480326452,0.1445578231292517,3,35,A,AA,repeating,362,4.554763,1976-09-29 01:03:56.884770,220.205318148,220.273169272,15.270970888541664,sunrise2,177.5000001297458,0.0291916304618747,69.53345857052503,0.1175120071425346,80.91974114850252,3.666043996010203,145.658121
760929-01-M10,761226-15-M1,1,1976-09-29 01:56:05.972267,0.9215556864387512,-0.272108843537415,3,35,A,AA,repeating,362,4.982654,1976-09-29 01:56:05.700158,224.1120357474963,221.14071560002964,15.307184029606482,sunrise2,177.00000012974584,0.03605510350897,88.38936718657538,0.0525757926763216,98.06813174247225,0.8530049293041874,145.658121
760929-01-M3,761226-15-M1,1,1976-09-29 01:17:16.538929,0.9224935768321736,-0.2295918367346939,3,35,A,AA,repeating,362,2.99898,1976-09-29 01:17:16.309337,221.2270015256593,220.4950352207852,15.28022348769676,sunrise2,241.80000012974216,0.0329572764276533,87.63116091029853,0.085286126962152,46.75929418392775,0.1610853183381604,145.658121
760929-01-M6,761226-15-M1,1,1976-09-29 01:28:39.533326,0.8951434372824617,0.1700680272108843,3,35,A,AA,repeating,362,4.535715,1976-09-29 01:28:39.703394,222.0888857554074,220.6785875717333,15.288133141134258,sunrise2,245.300000129742,0.0302877482293556,103.17924945395843,0.0511310019118318,68.32781425215384,4.842263904817353,145.658121
760929-01-M8,761226-15-M1,1,1976-09-29 01:41:51.174454,0.8982517919431328,0.0170068027210884,3,35,A,AA,repeating,362,5.639116,1976-09-29 01:41:51.191461,223.0645020927852,220.90018722605924,15.29729388265046,sunrise2,150.60000012974734,0.0320268862430373,109.93165548282056,0.0218639345410206,71.70307935562563,2.029841176667761,145.658121
760929-02-M1,761226-15-M1,1,1976-09-29 02:08:14.368657,0.9200232320775628,0.0255102040816326,3,35,A,AA,repeating,362,2.74796,1976-09-29 02:08:14.394167,224.99726402509629,221.34582946922964,15.31561798804398,sunrise2,150.00000012974738,0.0337857294694386,87.44461170880876,0.0868066616294955,83.40532362692298,4.072514024684023,145.658121
760929-02-M3,761226-15-M1,1,1976-09-29 02:23:06.480298,0.922855498297488,0.1700680272108843,3,35,A,AA,repeating,362,4.533334,1976-09-29 02:23:06.650366,226.0667708041481,221.5969830659852,15.325945027384256,sunrise2,201.70000012974444,0.0383539495800776,87.69634732108122,0.0823609072455097,52.433754570827816,0.2424876822365102,145.658121
760929-02-M6,761226-15-M1,1,1976-09-29 02:38:27.019380,0.9233518749114816,-0.1530612244897959,3,35,A,AA,repeating,362,4.865307,1976-09-29 02:38:26.866319,227.14655465482963,221.8660068157185,15.336595674988429,sunrise2,295.9000001297504,0.040046592769801,87.48116135919398,0.0619245756030052,102.90777191344512,1.5386284524359743,145.658121
760929-02-M8,761226-15-M1,1,1976-09-29 02:54:55.868876,0.921140585436274,-0.2465986394557823,3,35,A,AA,repeating,362,4.963266,1976-09-29 02:54:55.622277,228.2982746312,222.1443233076,15.3480396096875,sunrise2,417.7000001297781,0.0395081692977177,87.56525568940341,0.0524920682362212,101.1350271355022,0.3637417338606969,145.658121
760929-03-M2,761226-15-M1,1,1976-09-29 03:15:34.001333,0.907366433104172,-1.8877551020408163,3,35,A,AA,repeating,362,7.479253,1976-09-29 03:15:32.113578,229.7094908433777,222.5061818008889,15.362350851597224,sunrise2,218.70000012974347,0.0312579055763387,91.50155667857588,0.0557147947175542,47.30236833236006,2.799351546393588,145.658121
760929-03-M3,761226-15-M1,1,1976-09-29 03:37:47.621744,0.91697833274249,-0.1360544217687075,3,35,A,AA,repeating,362,2.907484,1976-09-29 03:37:47.485690,231.20583616385184,222.89184761185183,15.377806547337965,sunrise2,176.30000012974588,0.0370713203294619,87.54805010678697,0.0592744803734002,85.21847967370756,5.279388893847525,145.658121
761028-10-M10,761226-15-M1,1,1976-10-28 10:54:12.808469,0.9711834907326864,-0.1785714285714285,3,35,A,AA,repeating,362,5.832314,1976-10-28 10:54:12.629898,208.09660562213327,218.64584752986667,15.141812846041669,sunrise3,176.50000012974587,0.0320915491827779,104.59147615748908,0.0025716715921712,60.04238084282689,0.4159388878215109,145.658121
761028-10-M11,761226-15-M1,1,1976-10-28 10:08:59.957483,0.9409873175627874,0.042517006802721,3,35,C,AA,repeating,362,5.624151,1976-10-28 10:09:00.000000,203.78666666666663,217.96266666666668,15.110416666666667,sunrise3,191.10000012974504,0.0386391070807147,91.5529269946026,0.0331398025107834,72.57796715682136,3.4243025983665287,145.658121
761028-10-M4,761226-15-M1,1,1976-10-28 10:21:09.239397,0.9361094202383424,0.2125850340136054,3,35,A,AA,repeating,362,5.445579,1976-10-28 10:21:09.451982,204.9711231712,218.1463804991704,15.118859397939811,sunrise3,152.30000012974725,0.0361815352349315,101.84384060099693,0.1642033660170419,237.31373551727728,106.9830933340766,145.658121
761028-10-M5,761226-15-M1,1,1976-10-28 10:26:01.936921,0.9581654414710736,0.2125850340136054,3,35,A,AA,repeating,362,5.445579,1976-10-28 10:26:02.149506,205.4394392096,218.22009691262224,15.12224710076389,sunrise3,403.7000001297749,0.0347505082293889,91.6679607662091,0.0379942533719769,77.65053776685963,4.7442137343379125,145.658121
