,evid,evid_ref,geophone,mod_arrival_time,corr_coeffs,dt_values,minfreq,maxfreq,grade,Regolith_Temp_K,Regolith_Temp_K_per_sec,Rock_Temp_K,Rock_Temp_K_per_sec,deltat_AU,deldot_kms,mean_abs_amp_nms
21,760830-15-M3,761226-15-M9,geo1,1976-08-30T15:19:45.338618,0.8712921162199402,0.2651737357121488,5,35,A,227.68216405312592,0.0011407407407407,218.9412114423704,0.0002962962962963,0.002450740313555,0.0207191018018769,34.75122909526886
22,760830-15-M5,761226-15-M9,geo1,1976-08-30T15:46:19.468885,0.8777255826990678,0.0928073133146664,5,35,A,229.4882987611111,0.0011111111111111,219.4035463362963,0.0002962962962963,0.0024510524444,0.0269853550581885,41.81991460873599
23,760830-16-M1,761226-15-M9,geo1,1976-08-30T16:10:58.392912,0.8331836147575934,0.0221059318125494,5,35,A,231.1184603776,0.0010962962962963,219.841746048,0.0002962962962962,0.0024513434368915,0.0096970826388943,38.81946123244076
24,760928-22-M1,761226-15-M9,geo1,1976-09-28T22:21:38.532336,0.9315676532927772,0.0858820642924275,5,35,A,206.4899391893333,0.0015555555555555,217.71370444017776,0.0002518518518518,0.0024644043934783,0.0307019021512045,32.4472178381021
25,760928-22-M2,761226-15-M9,geo1,1976-09-28T22:27:14.285453,0.8546257805390025,-0.0300293579439751,5,35,A,207.0122218157778,0.0015555555555555,217.79826448445925,0.0002518518518518,0.0024645237222812,0.0117958614839422,35.215013084311146
26,760928-22-M4,761226-15-M9,geo1,1976-09-28T22:38:18.432250,0.9172631944758124,-0.345288428069471,5,35,A,208.0231865111111,0.001511111111111,217.9655310851852,0.0002518518518518,0.0024647599625336,0.0251034619547383,31.01523779946072
27,760928-22-M5,761226-15-M9,geo1,1976-09-28T22:43:37.644551,0.8665159927841282,-0.5375140895129652,5,35,A,208.5055517659556,0.0015111111111111,218.0459252943259,0.0002518518518518,0.0024648735395826,0.0071077276217274,25.100449267151262
28,760928-22-M7,761226-15-M9,geo1,1976-09-28T22:54:25.435481,0.8948625858886632,0.1653616442443262,5,35,A,209.4810155274074,0.0014814814814814,218.20907263965927,0.0002518518518518,0.0024651042492853,0.0213483707311939,32.971754812208566
29,760928-22-N2,761226-15-M9,geo1,1976-09-28T22:59:11.970162,0.9450497070917347,2.7713172858563087,5,35,D,209.9055113511111,0.0014814814814814,218.2812369296889,0.0002518518518518,0.0024652063125216,0.0051760742573585,32.84556422861833
30,760928-23-M2,761226-15-M9,geo1,1976-09-28T23:11:37.008035,0.9134482443837084,-0.1653676484593683,5,35,A,210.9952857397037,0.0014518518518518,218.4758688093333,0.0002666666666666,0.0024654719665506,0.0139357757677107,32.363159198690724
31,760928-23-M3,761226-15-M9,geo1,1976-09-28T23:16:30.680093,0.8259671563454918,-0.3383351696086351,5,35,A,211.42165406094813,0.0014518518518518,218.5528379493481,0.0002518518518518,0.0024655767221398,0.048249303524998,33.65741627473124
32,760928-23-M5,761226-15-M9,geo1,1976-09-28T23:21:21.562570,0.8490636468985576,-0.7678830586324287,5,35,A,211.84397232385183,0.0014518518518518,218.62609723985184,0.0002518518518518,0.0024656805606296,0.0317940060524377,34.17173099823713
33,760929-00-M1,761226-15-M9,geo1,1976-09-29T00:01:49.324490,0.9022511126085506,-0.2693077257267671,5,35,A,215.25900523081484,0.0013629629629629,219.2691531973333,0.0002666666666666,0.0024665483772014,0.0473457214838556,36.91586566765803
